,review Text,review Grade
2851,I have always had an android phone so it is going to take some time getting used to it,3
2852,The keyboard on the phone was not functioning. Also the glass screen protector was chipped on the side. Definitely a defective phone.,1
2853,It came in great condition. I am happy with it. No worries thus far. Its less expensive than a new phone.,5
2854,Great value for the price.,5
2855,Great phone,5
2856,I got a iPhone 8 from Buy SPRY I had a few problems with it after I called customer service I returned it and I'm getting another one coming in soon,3
2857,Love it! It worked perfectly. Haven't had any problems yet and don't think I'm going to have any at all later.,5
2858,Fast ship accurate description,5
2859,Remanned phone did not work completely.  But return policy and refund worked great.  I bought another phone from another supplier (on Ebay) which has worked perfectly.,4
2860,I have the phone almost a month.  I haven't mastered the fingerprint ID but I'm pretty sure I just am not doing it correctly.  At this point I'm very pleased with my purchase.,4
2861,I am so thrilled with this purchase!!!!! In much better condition than I expected!!!! Will definitely buy from this seller!!!!!,5
2862,They sent me this phone broken. The speakers are broken. Obviously I want to return it but it’s ridiculous I have to pay for postage for their defective product.,1
2863,"We absolutely love the product, it's a refurbished phone but it looks and work's like a brand new phone",5
2864,Phone had many scratches on it.,1
2865,"Bought this for my son, came next day. Brand new, no damage. Works perfect. Very satisfied.",5
2866,Item arrived in A+++Not a scratch on this phone guys! Legit,5
2867,The phone works great,5
2868,I bought an unlock iPhone and when I added a sim it said that the customer phone was locked to an old account. I emailed the seller and hasn’t had a response!,1
2869,My refurbished iPhone 8 has had issues from day one. I tried to email and call the vendor for a replacement but I never got a response.,2
2870,Me gusta 👍 me llego a tiempo y fue el regalo 🎁 perfecto 👌 para mi hija le encantó,5
2871,A gift for my daughter,5
2872,"Pretty decent overall, screens perf, 1 small dent on top right corner, camera is ect, battery health 83%. For round $200 exceptional qual",5
2873,"So far so good, I’m pleased with my purchase I was nervous at first, granite I’ve only had it for a few hours. But everything is working just fine so far!",4
2874,"Pleasantly surprised.  Few minor cosmetic flaws but not very noticeable.  Can’t speak to battery health at this point, having only had the device a short time.",4
2875,It was advertised as fully unlocked but came to me as locked. I returned it and bought a new phone. The screen was also loose.,1
2876,Arrived as expected.  Works great!,5
2877,Horrible Battery. 78%. Dies within 10 minutes. everything else was perfectly working though,2
2878,"Works great, have att prepaid service. My daughter loved!",5
2879,"Missing the memory holder , we had to buy it in Mexico , it was a gift",3
2880,This seller did not describe the Extreme scratches it looks a DAM MESS. I was pissed this was a gift I will never order from this seller again,1
2881,It works great & it was a gift so my mother loved it !,5
2882,"didn't work phone keep initialing every so often, unfortunately it was a gife for some one over seas and could not get it before the return time was due. Very bad product",1
2883,Good,5
2884,So far so good. Have had no issues with this product yet. Came packaged very well in a protective box and came with a charger.,4
2885,Was super excited to get my new phone. Works great no issues and full unlocked just like it said.,5
2886,it was amazing fast clean i did not find any marks on the phone and the battery is life is 95% wow im so amazed,5
2887,Couldn’t even tell this phone was once used and refurbished. I bought it for my 8 year old son to replace his broken iPhone 6 and he loved it,5
2888,Battery will not hold charge for longer than 2 hours,1
2889,So my daughter got her phone today it was like new She lost her phone and it works great and  it has a charger with it,5
2890,El teléfono presenta un par de rayones en la parte de atrás y a los lados. La batería está bastante defectuosa a sólo el 75%.,3
2891,"I was so scared of ordering an Refurbished iPhone. Never done this before, the phone came PERFECT. It looks and feels, works like NEW!!! I’m so happy!!",5
2892,"I brought this phone at the end of August last year. Less than one year later, the phone shut off automatically and couldn't start again. I won't waste any more money on products from this vendor ever again.",1
2893,"This is the closest to brand new phone I’ve had in a long time. Great battery life, only had one small blemish, that once in a case, was hidden",5
2894,Like everything about the phone,5
2895,"Hello,I would not recommend buying this product because it drops calls consistently.",1
2896,The cell phone got in my house super fast and it looks like brand new. I am super happy with it!,5
2897,"No problems for me. The only shortcoming for me really was that the battery capacity of my phone is 89 percent. Could be worse, I know, but it also could be better.",5
2898,Si vas a comprar este producto asegúrate que no este bloqueado para tu país.,5
2899,Phone showed up as promised. It was not the correct color and it was missing the door\tray that holds the sim card in place.,2
2900,Amazing!! Highly recommend!! I got it despite all the bad reviews and I’m glad I did. Works like a 3-4 hundred dollar phone.,5
2901,No signs of wear of anykind. No scrathes on screen or phone body.  Everything on this phone works as described and indeed it is an unlocked phone. I'm using it on T-Mobile network and it works excellent!,5
